ts_unix,pod,cpu_m,mem_mi
1786295541,processor-86bcb8fdc5-8vntf,338,34
1786295546,processor-86bcb8fdc5-8vntf,338,34
1786295552,processor-86bcb8fdc5-8vntf,338,34
1786295557,processor-86bcb8fdc5-8vntf,915,35
1786295562,processor-86bcb8fdc5-8vntf,915,35
1786295567,processor-86bcb8fdc5-8vntf,915,35
1786295573,processor-86bcb8fdc5-8vntf,973,35
1786295579,processor-86bcb8fdc5-8vntf,973,35
1786295585,processor-86bcb8fdc5-8hjb4,628,34
1786295585,processor-86bcb8fdc5-8vntf,973,35
1786295591,processor-86bcb8fdc5-8hjb4,628,34
1786295591,processor-86bcb8fdc5-8vntf,973,35
1786295596,processor-86bcb8fdc5-8hjb4,628,34
1786295596,processor-86bcb8fdc5-8vntf,973,35
1786295603,processor-86bcb8fdc5-8hjb4,739,34
1786295603,processor-86bcb8fdc5-8vntf,647,35
1786295609,processor-86bcb8fdc5-8hjb4,739,34
1786295609,processor-86bcb8fdc5-8vntf,647,35
1786295614,processor-86bcb8fdc5-5kq6x,425,34
1786295614,processor-86bcb8fdc5-8d55c,428,34
1786295614,processor-86bcb8fdc5-8hjb4,486,34
1786295614,processor-86bcb8fdc5-8vntf,647,35
1786295620,processor-86bcb8fdc5-5kq6x,425,34
1786295620,processor-86bcb8fdc5-8d55c,428,34
1786295620,processor-86bcb8fdc5-8hjb4,486,34
1786295620,processor-86bcb8fdc5-8vntf,647,35
1786295625,processor-86bcb8fdc5-5kq6x,425,34
1786295625,processor-86bcb8fdc5-8d55c,428,34
1786295625,processor-86bcb8fdc5-8hjb4,486,34
1786295625,processor-86bcb8fdc5-8vntf,647,35
1786295630,processor-86bcb8fdc5-5kq6x,408,34
1786295630,processor-86bcb8fdc5-8d55c,279,34
1786295630,processor-86bcb8fdc5-8hjb4,309,34
1786295630,processor-86bcb8fdc5-8vntf,197,35
1786295636,processor-86bcb8fdc5-5kq6x,408,34
1786295636,processor-86bcb8fdc5-8d55c,279,34
1786295636,processor-86bcb8fdc5-8hjb4,309,34
1786295636,processor-86bcb8fdc5-8vntf,197,35
1786295641,processor-86bcb8fdc5-5kq6x,408,34
1786295641,processor-86bcb8fdc5-8d55c,279,34
1786295641,processor-86bcb8fdc5-8hjb4,309,34
1786295641,processor-86bcb8fdc5-8vntf,197,35
1786295646,processor-86bcb8fdc5-5kq6x,406,34
1786295646,processor-86bcb8fdc5-8d55c,294,34
1786295646,processor-86bcb8fdc5-8hjb4,359,34
1786295646,processor-86bcb8fdc5-8vntf,308,35
1786295651,processor-86bcb8fdc5-5kq6x,406,34
1786295651,processor-86bcb8fdc5-8d55c,294,34
1786295651,processor-86bcb8fdc5-8hjb4,359,34
1786295651,processor-86bcb8fdc5-8vntf,308,35
1786295656,processor-86bcb8fdc5-5kq6x,406,34
1786295656,processor-86bcb8fdc5-8d55c,294,34
1786295656,processor-86bcb8fdc5-8hjb4,359,34
1786295656,processor-86bcb8fdc5-8vntf,308,35
1786295662,processor-86bcb8fdc5-5kq6x,331,34
1786295662,processor-86bcb8fdc5-8d55c,310,34
1786295662,processor-86bcb8fdc5-8hjb4,401,34
1786295662,processor-86bcb8fdc5-8vntf,297,35
1786295667,processor-86bcb8fdc5-5kq6x,331,34
1786295667,processor-86bcb8fdc5-8d55c,310,34
1786295667,processor-86bcb8fdc5-8hjb4,401,34
1786295667,processor-86bcb8fdc5-8vntf,297,35
1786295672,processor-86bcb8fdc5-5kq6x,331,34
1786295672,processor-86bcb8fdc5-8d55c,310,34
1786295672,processor-86bcb8fdc5-8hjb4,401,34
1786295672,processor-86bcb8fdc5-8vntf,297,35
1786295677,processor-86bcb8fdc5-5kq6x,342,34
1786295677,processor-86bcb8fdc5-8d55c,290,34
1786295677,processor-86bcb8fdc5-8hjb4,307,34
1786295677,processor-86bcb8fdc5-8vntf,278,35
1786295684,processor-86bcb8fdc5-5kq6x,342,34
1786295684,processor-86bcb8fdc5-8d55c,290,34
1786295684,processor-86bcb8fdc5-8hjb4,307,34
1786295684,processor-86bcb8fdc5-8vntf,278,35
1786295690,processor-86bcb8fdc5-5kq6x,342,34
1786295690,processor-86bcb8fdc5-8d55c,290,34
1786295690,processor-86bcb8fdc5-8hjb4,307,34
1786295690,processor-86bcb8fdc5-8vntf,278,35
1786295701,processor-86bcb8fdc5-5kq6x,335,34
1786295701,processor-86bcb8fdc5-8d55c,283,34
1786295701,processor-86bcb8fdc5-8hjb4,336,34
1786295701,processor-86bcb8fdc5-8vntf,268,35
1786295707,processor-86bcb8fdc5-5kq6x,236,34
1786295707,processor-86bcb8fdc5-8d55c,197,34
1786295707,processor-86bcb8fdc5-8hjb4,226,34
1786295707,processor-86bcb8fdc5-8vntf,177,35
1786295716,processor-86bcb8fdc5-5kq6x,236,34
1786295716,processor-86bcb8fdc5-8d55c,197,34
1786295716,processor-86bcb8fdc5-8hjb4,226,34
1786295716,processor-86bcb8fdc5-8vntf,177,35
1786295721,processor-86bcb8fdc5-5kq6x,328,34
1786295721,processor-86bcb8fdc5-8d55c,246,34
1786295721,processor-86bcb8fdc5-8hjb4,331,34
1786295721,processor-86bcb8fdc5-8vntf,232,35
1786295728,processor-86bcb8fdc5-5kq6x,328,34
1786295728,processor-86bcb8fdc5-8d55c,246,34
1786295728,processor-86bcb8fdc5-8hjb4,331,34
1786295728,processor-86bcb8fdc5-8vntf,232,35
1786295733,processor-86bcb8fdc5-5kq6x,328,34
1786295733,processor-86bcb8fdc5-8d55c,246,34
1786295733,processor-86bcb8fdc5-8hjb4,331,34
1786295733,processor-86bcb8fdc5-8vntf,232,35
1786295738,processor-86bcb8fdc5-5kq6x,322,34
1786295738,processor-86bcb8fdc5-8d55c,280,34
1786295738,processor-86bcb8fdc5-8hjb4,347,34
1786295738,processor-86bcb8fdc5-8vntf,280,35
1786295743,processor-86bcb8fdc5-5kq6x,322,34
1786295743,processor-86bcb8fdc5-8d55c,280,34
1786295743,processor-86bcb8fdc5-8hjb4,347,34
1786295743,processor-86bcb8fdc5-8vntf,280,35
1786295749,processor-86bcb8fdc5-5kq6x,322,34
1786295749,processor-86bcb8fdc5-8d55c,280,34
1786295749,processor-86bcb8fdc5-8hjb4,347,34
1786295749,processor-86bcb8fdc5-8vntf,280,35
1786295754,processor-86bcb8fdc5-5kq6x,408,34
1786295754,processor-86bcb8fdc5-8d55c,525,34
1786295754,processor-86bcb8fdc5-8hjb4,380,34
1786295754,processor-86bcb8fdc5-8vntf,591,35
1786295759,processor-86bcb8fdc5-5kq6x,408,34
1786295759,processor-86bcb8fdc5-8d55c,525,34
1786295759,processor-86bcb8fdc5-8hjb4,380,34
1786295759,processor-86bcb8fdc5-8vntf,591,35
1786295764,processor-86bcb8fdc5-5kq6x,521,34
1786295764,processor-86bcb8fdc5-8d55c,795,35
1786295764,processor-86bcb8fdc5-8hjb4,549,34
1786295764,processor-86bcb8fdc5-8vntf,488,35
1786295769,processor-86bcb8fdc5-5kq6x,521,34
1786295769,processor-86bcb8fdc5-8d55c,795,35
1786295769,processor-86bcb8fdc5-8hjb4,549,34
1786295769,processor-86bcb8fdc5-8vntf,488,35
