ts_unix,pod,cpu_m,mem_mi
1788907362,processor-56448944b4-rrjh2,8,36
1788907364,processor-56448944b4-rrjh2,8,36
1788907366,processor-56448944b4-rrjh2,8,36
1788907369,processor-56448944b4-rrjh2,8,36
1788907371,processor-56448944b4-rrjh2,8,36
1788907373,processor-56448944b4-rrjh2,8,36
1788907375,processor-56448944b4-rrjh2,8,36
1788907377,processor-56448944b4-rrjh2,8,36
1788907379,processor-56448944b4-rrjh2,8,36
1788907382,processor-56448944b4-rrjh2,8,36
1788907384,processor-56448944b4-rrjh2,8,36
1788907386,processor-56448944b4-rrjh2,8,36
1788907388,processor-56448944b4-rrjh2,295,36
1788907390,processor-56448944b4-rrjh2,295,36
1788907392,processor-56448944b4-rrjh2,295,36
1788907394,processor-56448944b4-rrjh2,295,36
1788907397,processor-56448944b4-rrjh2,295,36
1788907399,processor-56448944b4-rrjh2,295,36
1788907401,processor-56448944b4-rrjh2,295,36
1788907403,processor-56448944b4-rrjh2,300,37
1788907405,processor-56448944b4-rrjh2,300,37
1788907407,processor-56448944b4-rrjh2,300,37
1788907409,processor-56448944b4-rrjh2,300,37
1788907411,processor-56448944b4-rrjh2,300,37
1788907414,processor-56448944b4-rrjh2,300,37
1788907416,processor-56448944b4-rrjh2,300,37
1788907418,processor-56448944b4-rrjh2,252,37
1788907420,processor-56448944b4-rrjh2,252,37
1788907422,processor-56448944b4-rrjh2,252,37
1788907424,processor-56448944b4-rrjh2,252,37
1788907426,processor-56448944b4-rrjh2,252,37
1788907429,processor-56448944b4-rrjh2,252,37
1788907431,processor-56448944b4-rrjh2,252,37
1788907433,processor-56448944b4-rrjh2,291,37
1788907435,processor-56448944b4-rrjh2,291,37
1788907437,processor-56448944b4-rrjh2,291,37
1788907439,processor-56448944b4-rrjh2,291,37
1788907441,processor-56448944b4-rrjh2,291,37
1788907443,processor-56448944b4-rrjh2,291,37
1788907446,processor-56448944b4-rrjh2,291,37
1788907448,processor-56448944b4-rrjh2,289,37
1788907450,processor-56448944b4-rrjh2,289,37
1788907452,processor-56448944b4-rrjh2,289,37
1788907454,processor-56448944b4-rrjh2,289,37
1788907456,processor-56448944b4-rrjh2,289,37
1788907458,processor-56448944b4-rrjh2,289,37
1788907460,processor-56448944b4-rrjh2,289,37
1788907462,processor-56448944b4-rrjh2,155,37
1788907465,processor-56448944b4-rrjh2,155,37
1788907467,processor-56448944b4-rrjh2,155,37
1788907469,processor-56448944b4-rrjh2,155,37
1788907471,processor-56448944b4-rrjh2,155,37
1788907473,processor-56448944b4-rrjh2,155,37
