ts,ready_replicas,keda_metric,cpu_pct
13:50:00,1,0,84
13:50:06,2,0,84
13:50:12,2,0,84
13:50:19,2,437668m,
13:50:24,2,437668m,
13:50:32,2,437668m,
13:50:39,2,446439m,50
13:50:46,4,446439m,50
13:50:55,4,197724m,74
13:51:00,4,197724m,74
13:51:06,4,197724m,74
13:51:12,4,199197m,100
13:51:18,4,199197m,100
13:51:23,4,199197m,100
13:51:28,4,200647m,100
13:51:34,4,200647m,100
13:51:40,4,201638m,99
13:51:46,4,201638m,99
13:51:52,4,201638m,99
13:51:58,4,199999m,99
13:52:04,4,199999m,99
13:52:09,4,199999m,99
13:52:15,4,200290m,100
13:52:20,4,200290m,100
13:52:26,4,200290m,100
13:52:31,4,199189m,99
13:52:37,4,199189m,99
13:52:43,4,199189m,99
13:52:48,4,201046m,100
13:52:54,4,201046m,100
13:53:00,4,199918m,100
13:53:06,4,199918m,100
13:53:11,4,199918m,100
13:53:18,4,199711m,99
13:53:23,4,199711m,99
13:53:28,4,199711m,99
13:53:34,4,23248m,100
13:53:39,4,23248m,100
13:53:45,4,23248m,100
13:53:51,4,23248m,100
