ts_unix,pod,cpu_m,mem_mi
1781693490,processor-57c67f947-82s8r,29,34
1781693490,processor-57c67f947-g74hr,28,34
1781693492,processor-57c67f947-82s8r,29,34
1781693492,processor-57c67f947-g74hr,28,34
1781693494,processor-57c67f947-82s8r,46,34
1781693494,processor-57c67f947-g74hr,47,34
1781693496,processor-57c67f947-82s8r,46,34
1781693496,processor-57c67f947-g74hr,47,34
1781693499,processor-57c67f947-82s8r,46,34
1781693499,processor-57c67f947-g74hr,47,34
1781693501,processor-57c67f947-82s8r,46,34
1781693501,processor-57c67f947-g74hr,47,34
1781693503,processor-57c67f947-82s8r,46,34
1781693503,processor-57c67f947-g74hr,47,34
1781693505,processor-57c67f947-82s8r,46,34
1781693505,processor-57c67f947-g74hr,47,34
1781693507,processor-57c67f947-82s8r,46,34
1781693507,processor-57c67f947-g74hr,47,34
1781693509,processor-57c67f947-82s8r,41,34
1781693509,processor-57c67f947-g74hr,41,34
1781693509,processor-57c67f947-tj5qt,156,33
1781693512,processor-57c67f947-82s8r,41,34
1781693512,processor-57c67f947-g74hr,41,34
1781693512,processor-57c67f947-tj5qt,156,33
1781693514,processor-57c67f947-82s8r,41,34
1781693514,processor-57c67f947-g74hr,41,34
1781693514,processor-57c67f947-tj5qt,156,33
1781693516,processor-57c67f947-82s8r,41,34
1781693516,processor-57c67f947-g74hr,41,34
1781693516,processor-57c67f947-tj5qt,156,33
1781693518,processor-57c67f947-82s8r,41,34
1781693518,processor-57c67f947-g74hr,41,34
1781693518,processor-57c67f947-tj5qt,156,33
1781693520,processor-57c67f947-82s8r,41,34
1781693520,processor-57c67f947-g74hr,41,34
1781693520,processor-57c67f947-tj5qt,156,33
1781693522,processor-57c67f947-82s8r,41,34
1781693522,processor-57c67f947-g74hr,41,34
1781693522,processor-57c67f947-tj5qt,156,33
1781693525,processor-57c67f947-82s8r,40,34
1781693525,processor-57c67f947-g74hr,41,34
1781693525,processor-57c67f947-tj5qt,42,33
1781693527,processor-57c67f947-82s8r,40,34
1781693527,processor-57c67f947-g74hr,41,34
1781693527,processor-57c67f947-tj5qt,42,33
1781693529,processor-57c67f947-82s8r,40,34
1781693529,processor-57c67f947-g74hr,41,34
1781693529,processor-57c67f947-tj5qt,42,33
1781693531,processor-57c67f947-82s8r,40,34
1781693531,processor-57c67f947-g74hr,41,34
1781693531,processor-57c67f947-tj5qt,42,33
1781693533,processor-57c67f947-82s8r,40,34
1781693533,processor-57c67f947-g74hr,41,34
1781693533,processor-57c67f947-tj5qt,42,33
1781693535,processor-57c67f947-82s8r,40,34
1781693535,processor-57c67f947-g74hr,41,34
1781693535,processor-57c67f947-tj5qt,42,33
1781693538,processor-57c67f947-82s8r,40,34
1781693538,processor-57c67f947-g74hr,41,34
1781693538,processor-57c67f947-tj5qt,42,33
1781693540,processor-57c67f947-82s8r,40,34
1781693540,processor-57c67f947-g74hr,39,34
1781693540,processor-57c67f947-tj5qt,43,33
1781693542,processor-57c67f947-82s8r,40,34
1781693542,processor-57c67f947-g74hr,39,34
1781693542,processor-57c67f947-tj5qt,43,33
1781693544,processor-57c67f947-82s8r,40,34
1781693544,processor-57c67f947-g74hr,39,34
1781693544,processor-57c67f947-tj5qt,43,33
1781693546,processor-57c67f947-82s8r,40,34
1781693546,processor-57c67f947-g74hr,39,34
1781693546,processor-57c67f947-tj5qt,43,33
1781693548,processor-57c67f947-82s8r,40,34
1781693548,processor-57c67f947-g74hr,39,34
1781693548,processor-57c67f947-tj5qt,43,33
1781693551,processor-57c67f947-82s8r,40,34
1781693551,processor-57c67f947-g74hr,39,34
1781693551,processor-57c67f947-tj5qt,43,33
1781693553,processor-57c67f947-82s8r,40,34
1781693553,processor-57c67f947-g74hr,39,34
1781693553,processor-57c67f947-tj5qt,43,33
1781693555,processor-57c67f947-82s8r,42,34
1781693555,processor-57c67f947-g74hr,39,34
1781693555,processor-57c67f947-tj5qt,44,33
1781693557,processor-57c67f947-82s8r,42,34
1781693557,processor-57c67f947-g74hr,39,34
1781693557,processor-57c67f947-tj5qt,44,33
1781693559,processor-57c67f947-82s8r,42,34
1781693559,processor-57c67f947-g74hr,39,34
1781693559,processor-57c67f947-tj5qt,44,33
1781693561,processor-57c67f947-82s8r,42,34
1781693561,processor-57c67f947-g74hr,39,34
1781693561,processor-57c67f947-tj5qt,44,33
1781693564,processor-57c67f947-82s8r,42,34
1781693564,processor-57c67f947-g74hr,39,34
1781693564,processor-57c67f947-tj5qt,44,33
1781693566,processor-57c67f947-82s8r,42,34
1781693566,processor-57c67f947-g74hr,39,34
1781693566,processor-57c67f947-tj5qt,44,33
