ts_unix,pod,cpu_m,mem_mi
1789048786,processor-67575b846-69r9d,248,34
1789048786,processor-67575b846-p9w2t,251,36
1789048791,processor-67575b846-69r9d,248,34
1789048791,processor-67575b846-p9w2t,251,36
1789048796,processor-67575b846-69r9d,231,34
1789048796,processor-67575b846-hj5qs,191,34
1789048796,processor-67575b846-p9w2t,23,37
1789048796,processor-67575b846-swlzb,168,35
1789048801,processor-67575b846-69r9d,231,34
1789048801,processor-67575b846-hj5qs,191,34
1789048801,processor-67575b846-p9w2t,23,37
1789048801,processor-67575b846-swlzb,168,35
1789048807,processor-67575b846-69r9d,231,34
1789048807,processor-67575b846-hj5qs,191,34
1789048807,processor-67575b846-p9w2t,23,37
1789048807,processor-67575b846-swlzb,168,35
1789048813,processor-67575b846-p9w2t,225,37
1789048818,processor-67575b846-p9w2t,225,37
1789048823,processor-67575b846-p9w2t,225,37
1789048828,processor-67575b846-p9w2t,251,37
1789048833,processor-67575b846-p9w2t,251,37
1789048839,processor-67575b846-2plbz,250,35
1789048839,processor-67575b846-p9w2t,250,37
1789048845,processor-67575b846-2plbz,250,35
1789048845,processor-67575b846-p9w2t,250,37
1789048851,processor-67575b846-2plbz,250,35
1789048851,processor-67575b846-p9w2t,250,37
1789048856,processor-67575b846-2plbz,250,35
1789048856,processor-67575b846-p9w2t,250,37
1789048861,processor-67575b846-2plbz,250,35
1789048861,processor-67575b846-p9w2t,250,37
1789048866,processor-67575b846-2plbz,250,35
1789048866,processor-67575b846-p9w2t,250,37
1789048871,processor-67575b846-2plbz,250,35
1789048871,processor-67575b846-p9w2t,250,37
1789048871,processor-67575b846-sbmjg,250,35
1789048877,processor-67575b846-2plbz,250,35
1789048877,processor-67575b846-p9w2t,250,37
1789048877,processor-67575b846-sbmjg,250,35
1789048882,processor-67575b846-2plbz,250,35
1789048882,processor-67575b846-p9w2t,250,37
1789048882,processor-67575b846-sbmjg,250,35
1789048887,processor-67575b846-2plbz,250,35
1789048887,processor-67575b846-p9w2t,251,37
1789048887,processor-67575b846-sbmjg,250,35
1789048892,processor-67575b846-2plbz,250,35
1789048892,processor-67575b846-p9w2t,251,37
1789048892,processor-67575b846-sbmjg,250,35
1789048898,processor-67575b846-2plbz,250,35
1789048898,processor-67575b846-p9w2t,251,37
1789048898,processor-67575b846-sbmjg,250,35
1789048904,processor-67575b846-2plbz,251,35
1789048904,processor-67575b846-p9w2t,250,37
1789048904,processor-67575b846-sbmjg,234,35
1789048909,processor-67575b846-2plbz,251,35
1789048909,processor-67575b846-p9w2t,250,37
1789048909,processor-67575b846-sbmjg,234,35
1789048914,processor-67575b846-2plbz,205,35
1789048914,processor-67575b846-7rwcq,249,35
1789048914,processor-67575b846-p9w2t,224,37
1789048914,processor-67575b846-sbmjg,209,35
1789048919,processor-67575b846-2plbz,205,35
1789048919,processor-67575b846-7rwcq,249,35
1789048919,processor-67575b846-p9w2t,224,37
1789048919,processor-67575b846-sbmjg,209,35
1789048925,processor-67575b846-2plbz,205,35
1789048925,processor-67575b846-7rwcq,249,35
1789048925,processor-67575b846-p9w2t,224,37
1789048925,processor-67575b846-sbmjg,209,35
1789048930,processor-67575b846-2plbz,234,35
1789048930,processor-67575b846-7rwcq,250,35
1789048930,processor-67575b846-p9w2t,216,37
1789048930,processor-67575b846-sbmjg,209,35
1789048936,processor-67575b846-2plbz,234,35
1789048936,processor-67575b846-7rwcq,250,35
1789048936,processor-67575b846-p9w2t,216,37
1789048936,processor-67575b846-sbmjg,209,35
1789048941,processor-67575b846-2plbz,234,35
1789048941,processor-67575b846-7rwcq,250,35
1789048941,processor-67575b846-p9w2t,216,37
1789048941,processor-67575b846-sbmjg,209,35
1789048947,processor-67575b846-2plbz,248,35
1789048947,processor-67575b846-7rwcq,250,35
1789048947,processor-67575b846-p9w2t,248,37
1789048947,processor-67575b846-sbmjg,245,35
1789048952,processor-67575b846-2plbz,248,35
1789048952,processor-67575b846-7rwcq,250,35
1789048952,processor-67575b846-p9w2t,248,37
1789048952,processor-67575b846-sbmjg,245,35
1789048957,processor-67575b846-2plbz,248,35
1789048957,processor-67575b846-7rwcq,250,35
1789048957,processor-67575b846-p9w2t,248,37
1789048957,processor-67575b846-sbmjg,245,35
1789048962,processor-67575b846-2plbz,251,35
1789048962,processor-67575b846-7rwcq,249,35
1789048962,processor-67575b846-p9w2t,248,37
1789048962,processor-67575b846-sbmjg,245,35
1789048967,processor-67575b846-2plbz,251,35
1789048967,processor-67575b846-7rwcq,249,35
1789048967,processor-67575b846-p9w2t,248,37
1789048967,processor-67575b846-sbmjg,245,35
1789048973,processor-67575b846-2plbz,251,35
1789048973,processor-67575b846-7rwcq,249,35
1789048973,processor-67575b846-p9w2t,248,37
1789048973,processor-67575b846-sbmjg,245,35
1789048978,processor-67575b846-2plbz,247,35
1789048978,processor-67575b846-7rwcq,243,35
1789048978,processor-67575b846-p9w2t,251,37
1789048978,processor-67575b846-sbmjg,246,35
1789048983,processor-67575b846-2plbz,247,35
1789048983,processor-67575b846-7rwcq,243,35
1789048983,processor-67575b846-p9w2t,251,37
1789048983,processor-67575b846-sbmjg,246,35
1789048988,processor-67575b846-2plbz,247,35
1789048988,processor-67575b846-7rwcq,243,35
1789048988,processor-67575b846-p9w2t,251,37
1789048988,processor-67575b846-sbmjg,246,35
1789048994,processor-67575b846-2plbz,251,35
1789048994,processor-67575b846-7rwcq,251,35
1789048994,processor-67575b846-p9w2t,247,37
1789048994,processor-67575b846-sbmjg,246,35
1789048999,processor-67575b846-2plbz,251,35
1789048999,processor-67575b846-7rwcq,251,35
1789048999,processor-67575b846-p9w2t,247,37
1789048999,processor-67575b846-sbmjg,246,35
1789049004,processor-67575b846-2plbz,251,35
1789049004,processor-67575b846-7rwcq,183,35
1789049004,processor-67575b846-p9w2t,247,37
1789049004,processor-67575b846-sbmjg,250,35
1789049009,processor-67575b846-2plbz,251,35
1789049009,processor-67575b846-7rwcq,183,35
1789049009,processor-67575b846-p9w2t,247,37
1789049009,processor-67575b846-sbmjg,250,35
1789049014,processor-67575b846-2plbz,251,35
1789049014,processor-67575b846-7rwcq,183,35
1789049014,processor-67575b846-p9w2t,247,37
1789049014,processor-67575b846-sbmjg,250,35
1789049019,processor-67575b846-2plbz,250,35
1789049019,processor-67575b846-7rwcq,2,35
1789049019,processor-67575b846-p9w2t,249,37
1789049019,processor-67575b846-sbmjg,248,35
