ts_unix,pod,cpu_m,mem_mi
1788852306,processor-56448944b4-jdjpn,6,35
1788852306,processor-56448944b4-lpr95,6,35
1788852311,processor-56448944b4-jdjpn,6,35
1788852311,processor-56448944b4-lpr95,6,35
1788852317,processor-56448944b4-jdjpn,6,35
1788852317,processor-56448944b4-lpr95,6,35
1788852322,processor-56448944b4-jdjpn,185,35
1788852322,processor-56448944b4-lpr95,278,35
1788852327,processor-56448944b4-jdjpn,185,35
1788852327,processor-56448944b4-lpr95,278,35
1788852332,processor-56448944b4-jdjpn,185,35
1788852332,processor-56448944b4-lpr95,278,35
1788852337,processor-56448944b4-jdjpn,533,35
1788852337,processor-56448944b4-lpr95,558,35
1788852343,processor-56448944b4-jdjpn,533,35
1788852343,processor-56448944b4-lpr95,558,35
1788852348,processor-56448944b4-jdjpn,533,35
1788852348,processor-56448944b4-lpr95,558,35
1788852353,processor-56448944b4-jdjpn,641,35
1788852353,processor-56448944b4-lpr95,743,36
1788852358,processor-56448944b4-jdjpn,641,35
1788852358,processor-56448944b4-lpr95,743,36
1788852364,processor-56448944b4-jdjpn,641,35
1788852364,processor-56448944b4-lpr95,743,36
1788852369,processor-56448944b4-jdjpn,632,35
1788852369,processor-56448944b4-lpr95,730,35
1788852374,processor-56448944b4-jdjpn,632,35
1788852374,processor-56448944b4-lpr95,730,35
1788852379,processor-56448944b4-jdjpn,632,35
1788852379,processor-56448944b4-lpr95,730,35
1788852385,processor-56448944b4-jdjpn,632,35
1788852385,processor-56448944b4-lpr95,716,36
1788852390,processor-56448944b4-jdjpn,632,35
1788852390,processor-56448944b4-lpr95,716,36
1788852395,processor-56448944b4-jdjpn,632,35
1788852395,processor-56448944b4-lpr95,716,36
1788852400,processor-56448944b4-lpr95,631,36
1788852406,processor-56448944b4-lpr95,631,36
1788852411,processor-56448944b4-8gl8s,714,35
1788852411,processor-56448944b4-lpr95,698,36
1788852417,processor-56448944b4-8gl8s,714,35
1788852417,processor-56448944b4-lpr95,698,36
1788852422,processor-56448944b4-8gl8s,714,35
1788852422,processor-56448944b4-lpr95,698,36
1788852427,processor-56448944b4-8gl8s,661,35
1788852427,processor-56448944b4-lpr95,734,36
1788852432,processor-56448944b4-8gl8s,661,35
1788852432,processor-56448944b4-lpr95,734,36
1788852438,processor-56448944b4-8gl8s,661,35
1788852438,processor-56448944b4-lpr95,734,36
1788852443,processor-56448944b4-8gl8s,661,35
1788852443,processor-56448944b4-lpr95,762,36
1788852448,processor-56448944b4-8gl8s,661,35
1788852448,processor-56448944b4-lpr95,762,36
1788852453,processor-56448944b4-8gl8s,661,35
1788852453,processor-56448944b4-lpr95,762,36
1788852459,processor-56448944b4-8gl8s,656,36
1788852459,processor-56448944b4-lpr95,791,36
1788852465,processor-56448944b4-8gl8s,656,36
1788852465,processor-56448944b4-lpr95,791,36
1788852470,processor-56448944b4-8gl8s,656,36
1788852470,processor-56448944b4-lpr95,791,36
1788852476,processor-56448944b4-8gl8s,659,36
1788852476,processor-56448944b4-lpr95,764,36
1788852481,processor-56448944b4-8gl8s,659,36
1788852481,processor-56448944b4-lpr95,764,36
1788852487,processor-56448944b4-8gl8s,659,36
1788852487,processor-56448944b4-lpr95,751,36
1788852492,processor-56448944b4-8gl8s,659,36
1788852492,processor-56448944b4-lpr95,751,36
1788852497,processor-56448944b4-8gl8s,659,36
1788852497,processor-56448944b4-lpr95,751,36
1788852502,processor-56448944b4-8gl8s,681,36
1788852502,processor-56448944b4-lpr95,751,36
1788852507,processor-56448944b4-8gl8s,681,36
1788852507,processor-56448944b4-lpr95,751,36
1788852512,processor-56448944b4-8gl8s,681,36
1788852512,processor-56448944b4-lpr95,751,36
1788852518,processor-56448944b4-8gl8s,377,36
1788852518,processor-56448944b4-lpr95,763,36
1788852523,processor-56448944b4-8gl8s,377,36
1788852523,processor-56448944b4-lpr95,763,36
1788852528,processor-56448944b4-8gl8s,377,36
1788852528,processor-56448944b4-lpr95,763,36
1788852533,processor-56448944b4-8gl8s,377,36
1788852533,processor-56448944b4-lpr95,144,36
1788852538,processor-56448944b4-8gl8s,377,36
1788852538,processor-56448944b4-lpr95,144,36
