run,replicas,athletes,target_rate_msg_s,offered,delivered,loss_pct,consumed,acked,write_errors,thr_acked_s,lat_transport_mean_ms,lat_transport_p95_ms,lat_transport_p99_ms,lat_transport_p95worst_ms,lat_persist_mean_ms,lat_persist_p95_ms,lat_persist_p99_ms,lat_persist_p95worst_ms,marcas_atrapadas,desfase_persistencia,cpu_peak_m,cpu_mean_m,mem_peak_mi,mem_mean_mi
R4_N16,4,16,800,63990,63990,0.0,63990,63990,0,613.3,136.58,137.95,141.19,151.49,284.68,517.1,538.99,579.78,5,,603.0,565.2,142.0,142.0
