ts_unix,pod,cpu_m,mem_mi
1789050648,processor-79945475-czhbs,2,35
1789050648,processor-79945475-kk9pj,2,35
1789050648,processor-79945475-tzdjz,2,35
1789050648,processor-79945475-ztt2v,2,35
1789050654,processor-79945475-czhbs,2,35
1789050654,processor-79945475-kk9pj,2,35
1789050654,processor-79945475-tzdjz,2,35
1789050654,processor-79945475-ztt2v,2,35
1789050659,processor-79945475-czhbs,2,35
1789050659,processor-79945475-kk9pj,23,35
1789050659,processor-79945475-tzdjz,38,35
1789050659,processor-79945475-ztt2v,57,35
1789050665,processor-79945475-czhbs,2,35
1789050665,processor-79945475-kk9pj,23,35
1789050665,processor-79945475-tzdjz,38,35
1789050665,processor-79945475-ztt2v,57,35
1789050670,processor-79945475-czhbs,107,35
1789050670,processor-79945475-kk9pj,155,35
1789050670,processor-79945475-tzdjz,38,35
1789050670,processor-79945475-ztt2v,133,35
1789050676,processor-79945475-czhbs,107,35
1789050676,processor-79945475-kk9pj,155,35
1789050676,processor-79945475-tzdjz,38,35
1789050676,processor-79945475-ztt2v,133,35
1789050681,processor-79945475-czhbs,107,35
1789050681,processor-79945475-kk9pj,155,35
1789050681,processor-79945475-tzdjz,38,35
1789050681,processor-79945475-ztt2v,133,35
1789050687,processor-79945475-czhbs,231,35
1789050687,processor-79945475-kk9pj,212,35
1789050687,processor-79945475-tzdjz,177,35
1789050687,processor-79945475-ztt2v,216,35
1789050692,processor-79945475-czhbs,231,35
1789050692,processor-79945475-kk9pj,212,35
1789050692,processor-79945475-tzdjz,177,35
1789050692,processor-79945475-ztt2v,216,35
1789050697,processor-79945475-czhbs,231,35
1789050697,processor-79945475-kk9pj,212,35
1789050697,processor-79945475-tzdjz,177,35
1789050697,processor-79945475-ztt2v,216,35
1789050702,processor-79945475-czhbs,209,35
1789050702,processor-79945475-kk9pj,205,35
1789050702,processor-79945475-tzdjz,215,35
1789050702,processor-79945475-ztt2v,201,35
1789050708,processor-79945475-czhbs,209,35
1789050708,processor-79945475-kk9pj,205,35
1789050708,processor-79945475-tzdjz,215,35
1789050708,processor-79945475-ztt2v,201,35
1789050713,processor-79945475-czhbs,209,35
1789050713,processor-79945475-kk9pj,205,35
1789050713,processor-79945475-tzdjz,215,35
1789050713,processor-79945475-ztt2v,201,35
1789050719,processor-79945475-czhbs,209,35
1789050719,processor-79945475-kk9pj,203,35
1789050719,processor-79945475-tzdjz,218,35
1789050719,processor-79945475-ztt2v,205,35
1789050724,processor-79945475-czhbs,209,35
1789050724,processor-79945475-kk9pj,203,35
1789050724,processor-79945475-tzdjz,218,35
1789050724,processor-79945475-ztt2v,205,35
1789050729,processor-79945475-czhbs,230,35
1789050729,processor-79945475-kk9pj,261,35
1789050729,processor-79945475-tzdjz,262,35
1789050729,processor-79945475-ztt2v,249,35
1789050735,processor-79945475-czhbs,230,35
1789050735,processor-79945475-kk9pj,261,35
1789050735,processor-79945475-tzdjz,262,35
1789050735,processor-79945475-ztt2v,249,35
1789050740,processor-79945475-czhbs,230,35
1789050740,processor-79945475-kk9pj,261,35
1789050740,processor-79945475-tzdjz,262,35
1789050740,processor-79945475-ztt2v,249,35
1789050746,processor-79945475-czhbs,261,35
1789050746,processor-79945475-kk9pj,222,35
1789050746,processor-79945475-tzdjz,236,35
1789050746,processor-79945475-ztt2v,232,35
1789050751,processor-79945475-czhbs,261,35
1789050751,processor-79945475-kk9pj,222,35
1789050751,processor-79945475-tzdjz,236,35
1789050751,processor-79945475-ztt2v,232,35
1789050757,processor-79945475-czhbs,261,35
1789050757,processor-79945475-kk9pj,222,35
1789050757,processor-79945475-tzdjz,236,35
1789050757,processor-79945475-ztt2v,232,35
1789050762,processor-79945475-czhbs,258,35
1789050762,processor-79945475-kk9pj,283,35
1789050762,processor-79945475-tzdjz,279,35
1789050762,processor-79945475-ztt2v,251,35
1789050767,processor-79945475-czhbs,258,35
1789050767,processor-79945475-kk9pj,283,35
1789050767,processor-79945475-tzdjz,279,35
1789050767,processor-79945475-ztt2v,251,35
1789050772,processor-79945475-czhbs,258,35
1789050772,processor-79945475-kk9pj,283,35
1789050772,processor-79945475-tzdjz,279,35
1789050772,processor-79945475-ztt2v,251,35
1789050778,processor-79945475-czhbs,273,35
1789050778,processor-79945475-kk9pj,233,35
1789050778,processor-79945475-tzdjz,279,35
1789050778,processor-79945475-ztt2v,273,35
1789050783,processor-79945475-czhbs,273,35
1789050783,processor-79945475-kk9pj,233,35
1789050783,processor-79945475-tzdjz,279,35
1789050783,processor-79945475-ztt2v,273,35
1789050788,processor-79945475-czhbs,273,35
1789050788,processor-79945475-kk9pj,233,35
1789050788,processor-79945475-tzdjz,279,35
1789050788,processor-79945475-ztt2v,273,35
1789050794,processor-79945475-czhbs,269,35
1789050794,processor-79945475-kk9pj,279,35
1789050794,processor-79945475-tzdjz,264,35
1789050794,processor-79945475-ztt2v,259,35
1789050799,processor-79945475-czhbs,269,35
1789050799,processor-79945475-kk9pj,279,35
1789050799,processor-79945475-tzdjz,264,35
1789050799,processor-79945475-ztt2v,259,35
1789050805,processor-79945475-czhbs,280,35
1789050805,processor-79945475-kk9pj,272,35
1789050805,processor-79945475-tzdjz,267,35
1789050805,processor-79945475-ztt2v,286,35
1789050810,processor-79945475-czhbs,280,35
1789050810,processor-79945475-kk9pj,272,35
1789050810,processor-79945475-tzdjz,267,35
1789050810,processor-79945475-ztt2v,286,35
1789050815,processor-79945475-czhbs,280,35
1789050815,processor-79945475-kk9pj,272,35
1789050815,processor-79945475-tzdjz,267,35
1789050815,processor-79945475-ztt2v,286,35
1789050821,processor-79945475-czhbs,283,35
1789050821,processor-79945475-kk9pj,273,35
1789050821,processor-79945475-tzdjz,312,35
1789050821,processor-79945475-ztt2v,278,35
1789050826,processor-79945475-czhbs,283,35
1789050826,processor-79945475-kk9pj,273,35
1789050826,processor-79945475-tzdjz,312,35
1789050826,processor-79945475-ztt2v,278,35
1789050832,processor-79945475-czhbs,283,35
1789050832,processor-79945475-kk9pj,273,35
1789050832,processor-79945475-tzdjz,312,35
1789050832,processor-79945475-ztt2v,278,35
1789050838,processor-79945475-czhbs,258,35
1789050838,processor-79945475-kk9pj,251,35
1789050838,processor-79945475-tzdjz,283,35
1789050838,processor-79945475-ztt2v,227,35
1789050843,processor-79945475-czhbs,258,35
1789050843,processor-79945475-kk9pj,251,35
1789050843,processor-79945475-tzdjz,283,35
1789050843,processor-79945475-ztt2v,227,35
1789050848,processor-79945475-czhbs,258,35
1789050848,processor-79945475-kk9pj,251,35
1789050848,processor-79945475-tzdjz,283,35
1789050848,processor-79945475-ztt2v,227,35
1789050854,processor-79945475-czhbs,279,35
1789050854,processor-79945475-kk9pj,283,35
1789050854,processor-79945475-tzdjz,305,35
1789050854,processor-79945475-ztt2v,304,35
1789050860,processor-79945475-czhbs,279,35
1789050860,processor-79945475-kk9pj,283,35
1789050860,processor-79945475-tzdjz,305,35
1789050860,processor-79945475-ztt2v,304,35
1789050866,processor-79945475-czhbs,461,35
1789050866,processor-79945475-kk9pj,331,35
1789050866,processor-79945475-tzdjz,305,35
1789050866,processor-79945475-ztt2v,304,35
1789050872,processor-79945475-czhbs,461,35
1789050872,processor-79945475-kk9pj,331,35
1789050872,processor-79945475-tzdjz,305,35
1789050872,processor-79945475-ztt2v,304,35
1789050878,processor-79945475-czhbs,461,35
1789050878,processor-79945475-kk9pj,331,35
1789050878,processor-79945475-tzdjz,305,35
1789050878,processor-79945475-ztt2v,304,35
