ts,ready_replicas,keda_metric,cpu_pct
15:11:35,4,0,0
15:11:41,4,0,0
15:11:46,4,13604m,0
15:11:51,4,13604m,0
15:11:57,4,13604m,0
15:12:03,4,200513m,35
15:12:08,4,200513m,35
15:12:14,4,201072m,94
15:12:19,4,201072m,94
15:12:25,4,201072m,94
15:12:30,4,199651m,97
15:12:36,4,199651m,97
15:12:41,4,199651m,97
15:12:46,4,200012m,143
15:12:52,4,200012m,143
15:12:57,4,200012m,143
15:13:03,4,200793m,142
15:13:08,4,200793m,142
15:13:13,4,199925m,141
15:13:19,4,199925m,141
15:13:24,4,199925m,141
15:13:29,4,199990m,140
15:13:35,4,199990m,140
15:13:41,4,199990m,140
15:13:47,4,200080m,141
15:13:53,4,200080m,141
15:13:59,4,199922m,137
15:14:04,4,199922m,137
15:14:10,4,199922m,137
15:14:16,4,199458m,143
15:14:21,4,199458m,143
15:14:27,4,199458m,143
15:14:32,4,200473m,143
15:14:37,4,200473m,143
15:14:43,4,200473m,143
15:14:48,4,200326m,138
15:14:54,4,200326m,138
15:14:59,4,189513m,128
15:15:05,4,189513m,128
15:15:11,4,189513m,128
15:15:17,4,5417m,84
15:15:22,4,5417m,84
15:15:28,4,5417m,84
