run,replicas,athletes,target_rate_msg_s,offered,delivered,loss_pct,consumed,acked,write_errors,thr_acked_s,lat_transport_mean_ms,lat_transport_p95_ms,lat_transport_p99_ms,lat_transport_p95worst_ms,lat_persist_mean_ms,lat_persist_p95_ms,lat_persist_p99_ms,lat_persist_p95worst_ms,cpu_peak_m,cpu_mean_m,mem_peak_mi,mem_mean_mi
R1_N8_s2,1,8,400,32007,31928,0.25,32007,31928,0,398.9,136.26,215.63,235.18,384.31,2884.69,1806.9,1918.35,103296.67,728.0,509.6,35.0,35.0
R1_N8_s7,1,8,400,32007,31980,0.08,32007,31980,0,399.5,111.38,137.76,169.2,149.57,5158.56,2643.66,2693.22,112320.36,621.0,410.5,35.0,35.0
R2_N16_s1,2,16,800,63990,63722,0.42,62478,61894,0,772.1,5699.14,2862.68,2926.98,17781.47,1804.45,1905.72,2149.53,110311.63,1369.0,994.3,71.0,71.0
R2_N16_s8,2,16,800,63990,63722,0.42,63990,63722,0,769.9,3947.29,1171.67,1436.49,13276.17,3184.02,2247.09,2488.4,113585.84,1390.0,1091.8,71.0,67.3
R2_N8_s3,2,8,400,32007,31894,0.35,32007,31894,0,385.9,113.48,137.07,180.66,1143.94,3473.22,2159.45,2536.41,112587.07,919.0,649.2,74.0,67.3
R2_N8_s6,2,8,400,32007,31929,0.24,32007,31929,0,382.9,111.79,123.98,147.44,436.03,5532.08,4431.17,4472.53,116921.34,865.0,643.0,76.0,76.0
R4_N8_s4,4,8,400,32007,31751,0.8,32007,31751,0,380.1,110.42,124.22,158.91,176.04,4521.78,1135.03,1195.62,125231.71,1011.0,840.9,144.0,137.2
R4_N8_s5,4,8,400,32007,31791,0.67,32007,31791,0,381.2,113.87,124.97,153.81,565.9,5571.45,1790.82,2023.66,109429.37,977.0,659.0,144.0,144.0
