ts_unix,pod,cpu_m,mem_mi
1781682684,processor-59c4799695-52whp,44,34
1781682684,processor-59c4799695-92dp9,89,34
1781682684,processor-59c4799695-c9nnz,44,34
1781682684,processor-59c4799695-jkgtj,98,34
1781682687,processor-59c4799695-52whp,44,34
1781682687,processor-59c4799695-92dp9,89,34
1781682687,processor-59c4799695-c9nnz,44,34
1781682687,processor-59c4799695-jkgtj,98,34
1781682689,processor-59c4799695-52whp,44,34
1781682689,processor-59c4799695-92dp9,89,34
1781682689,processor-59c4799695-c9nnz,44,34
1781682689,processor-59c4799695-jkgtj,98,34
1781682691,processor-59c4799695-52whp,44,34
1781682691,processor-59c4799695-92dp9,89,34
1781682691,processor-59c4799695-c9nnz,44,34
1781682691,processor-59c4799695-jkgtj,98,34
1781682694,processor-59c4799695-52whp,89,34
1781682694,processor-59c4799695-92dp9,93,34
1781682694,processor-59c4799695-c9nnz,44,34
1781682694,processor-59c4799695-jkgtj,151,34
1781682696,processor-59c4799695-52whp,89,34
1781682696,processor-59c4799695-92dp9,93,34
1781682696,processor-59c4799695-c9nnz,44,34
1781682696,processor-59c4799695-jkgtj,151,34
1781682698,processor-59c4799695-52whp,89,34
1781682698,processor-59c4799695-92dp9,93,34
1781682698,processor-59c4799695-c9nnz,44,34
1781682698,processor-59c4799695-jkgtj,151,34
1781682700,processor-59c4799695-52whp,89,34
1781682700,processor-59c4799695-92dp9,93,34
1781682700,processor-59c4799695-c9nnz,44,34
1781682700,processor-59c4799695-jkgtj,151,34
1781682702,processor-59c4799695-52whp,89,34
1781682702,processor-59c4799695-92dp9,93,34
1781682702,processor-59c4799695-c9nnz,44,34
1781682702,processor-59c4799695-jkgtj,151,34
1781682704,processor-59c4799695-52whp,89,34
1781682704,processor-59c4799695-92dp9,93,34
1781682704,processor-59c4799695-c9nnz,44,34
1781682704,processor-59c4799695-jkgtj,151,34
1781682707,processor-59c4799695-52whp,89,34
1781682707,processor-59c4799695-92dp9,93,34
1781682707,processor-59c4799695-c9nnz,44,34
1781682707,processor-59c4799695-jkgtj,151,34
