ts_unix,pod,cpu_m,mem_mi
1789047925,processor-67575b846-ztwkr,190,35
1789047930,processor-67575b846-ztwkr,190,35
1789047935,processor-67575b846-ztwkr,190,35
1789047941,processor-67575b846-ztwkr,265,35
1789047946,processor-67575b846-ztwkr,265,35
1789047951,processor-67575b846-ztwkr,265,35
1789047956,processor-67575b846-c5cgg,250,35
1789047956,processor-67575b846-ztwkr,249,35
1789047962,processor-67575b846-c5cgg,250,35
1789047962,processor-67575b846-ztwkr,249,35
1789047967,processor-67575b846-c5cgg,250,35
1789047967,processor-67575b846-ztwkr,249,35
1789047973,processor-67575b846-c5cgg,250,35
1789047973,processor-67575b846-ztwkr,251,35
1789047978,processor-67575b846-c5cgg,250,35
1789047978,processor-67575b846-ztwkr,251,35
1789047983,processor-67575b846-c5cgg,250,35
1789047983,processor-67575b846-ztwkr,251,35
1789047989,processor-67575b846-c5cgg,249,35
1789047989,processor-67575b846-lgwgr,249,35
1789047989,processor-67575b846-tj54w,243,35
1789047989,processor-67575b846-ztwkr,251,35
1789047994,processor-67575b846-c5cgg,249,35
1789047994,processor-67575b846-lgwgr,249,35
1789047994,processor-67575b846-tj54w,243,35
1789047994,processor-67575b846-ztwkr,251,35
1789047999,processor-67575b846-c5cgg,250,35
1789047999,processor-67575b846-lgwgr,257,35
1789047999,processor-67575b846-tj54w,250,35
1789047999,processor-67575b846-ztwkr,248,35
1789048005,processor-67575b846-c5cgg,250,35
1789048005,processor-67575b846-lgwgr,257,35
1789048005,processor-67575b846-tj54w,250,35
1789048005,processor-67575b846-ztwkr,248,35
1789048010,processor-67575b846-c5cgg,250,35
1789048010,processor-67575b846-lgwgr,257,35
1789048010,processor-67575b846-tj54w,250,35
1789048010,processor-67575b846-ztwkr,248,35
1789048015,processor-67575b846-c5cgg,249,35
1789048015,processor-67575b846-lgwgr,249,35
1789048015,processor-67575b846-tj54w,250,35
1789048015,processor-67575b846-ztwkr,249,35
1789048020,processor-67575b846-c5cgg,249,35
1789048020,processor-67575b846-lgwgr,249,35
1789048020,processor-67575b846-tj54w,250,35
1789048020,processor-67575b846-ztwkr,249,35
1789048025,processor-67575b846-c5cgg,249,35
1789048025,processor-67575b846-lgwgr,249,35
1789048025,processor-67575b846-tj54w,250,35
1789048025,processor-67575b846-ztwkr,249,35
1789048031,processor-67575b846-c5cgg,250,35
1789048031,processor-67575b846-lgwgr,249,35
1789048031,processor-67575b846-tj54w,250,35
1789048031,processor-67575b846-ztwkr,250,35
1789048036,processor-67575b846-c5cgg,250,35
1789048036,processor-67575b846-lgwgr,249,35
1789048036,processor-67575b846-tj54w,250,35
1789048036,processor-67575b846-ztwkr,250,35
1789048041,processor-67575b846-c5cgg,250,35
1789048041,processor-67575b846-lgwgr,249,35
1789048041,processor-67575b846-tj54w,250,35
1789048041,processor-67575b846-ztwkr,250,35
1789048047,processor-67575b846-c5cgg,250,35
1789048047,processor-67575b846-lgwgr,250,35
1789048047,processor-67575b846-tj54w,250,35
1789048047,processor-67575b846-ztwkr,250,35
1789048052,processor-67575b846-c5cgg,250,35
1789048052,processor-67575b846-lgwgr,250,35
1789048052,processor-67575b846-tj54w,250,35
1789048052,processor-67575b846-ztwkr,250,35
1789048057,processor-67575b846-c5cgg,250,35
1789048057,processor-67575b846-lgwgr,250,35
1789048057,processor-67575b846-tj54w,250,35
1789048057,processor-67575b846-ztwkr,250,35
1789048062,processor-67575b846-c5cgg,250,35
1789048062,processor-67575b846-lgwgr,250,35
1789048062,processor-67575b846-tj54w,250,35
1789048062,processor-67575b846-ztwkr,250,35
1789048068,processor-67575b846-c5cgg,250,35
1789048068,processor-67575b846-lgwgr,250,35
1789048068,processor-67575b846-tj54w,250,35
1789048068,processor-67575b846-ztwkr,250,35
1789048073,processor-67575b846-c5cgg,250,35
1789048073,processor-67575b846-lgwgr,250,35
1789048073,processor-67575b846-tj54w,250,35
1789048073,processor-67575b846-ztwkr,250,35
1789048079,processor-67575b846-c5cgg,250,35
1789048079,processor-67575b846-lgwgr,250,35
1789048079,processor-67575b846-tj54w,249,35
1789048079,processor-67575b846-ztwkr,250,35
1789048084,processor-67575b846-c5cgg,250,35
1789048084,processor-67575b846-lgwgr,250,35
1789048084,processor-67575b846-tj54w,249,35
1789048084,processor-67575b846-ztwkr,250,35
1789048089,processor-67575b846-c5cgg,250,35
1789048089,processor-67575b846-lgwgr,251,35
1789048089,processor-67575b846-tj54w,251,35
1789048089,processor-67575b846-ztwkr,249,35
1789048094,processor-67575b846-c5cgg,250,35
1789048094,processor-67575b846-lgwgr,251,35
1789048094,processor-67575b846-tj54w,251,35
1789048094,processor-67575b846-ztwkr,249,35
1789048099,processor-67575b846-c5cgg,250,35
1789048099,processor-67575b846-lgwgr,251,35
1789048099,processor-67575b846-tj54w,251,35
1789048099,processor-67575b846-ztwkr,249,35
1789048105,processor-67575b846-c5cgg,250,35
1789048105,processor-67575b846-lgwgr,250,35
1789048105,processor-67575b846-tj54w,249,35
1789048105,processor-67575b846-ztwkr,250,35
1789048110,processor-67575b846-c5cgg,250,35
1789048110,processor-67575b846-lgwgr,250,35
1789048110,processor-67575b846-tj54w,249,35
1789048110,processor-67575b846-ztwkr,250,35
1789048115,processor-67575b846-c5cgg,250,35
1789048115,processor-67575b846-lgwgr,250,35
1789048115,processor-67575b846-tj54w,249,35
1789048115,processor-67575b846-ztwkr,250,35
1789048120,processor-67575b846-c5cgg,248,35
1789048120,processor-67575b846-lgwgr,249,35
1789048120,processor-67575b846-tj54w,248,35
1789048120,processor-67575b846-ztwkr,250,35
1789048125,processor-67575b846-c5cgg,248,35
1789048125,processor-67575b846-lgwgr,249,35
1789048125,processor-67575b846-tj54w,248,35
1789048125,processor-67575b846-ztwkr,250,35
1789048131,processor-67575b846-c5cgg,248,35
1789048131,processor-67575b846-lgwgr,249,35
1789048131,processor-67575b846-tj54w,248,35
1789048131,processor-67575b846-ztwkr,250,35
1789048136,processor-67575b846-c5cgg,251,35
1789048136,processor-67575b846-lgwgr,250,35
1789048136,processor-67575b846-tj54w,248,35
1789048136,processor-67575b846-ztwkr,249,35
1789048141,processor-67575b846-c5cgg,251,35
1789048141,processor-67575b846-lgwgr,250,35
1789048141,processor-67575b846-tj54w,248,35
1789048141,processor-67575b846-ztwkr,249,35
1789048146,processor-67575b846-c5cgg,251,35
1789048146,processor-67575b846-lgwgr,250,35
1789048146,processor-67575b846-tj54w,248,35
1789048146,processor-67575b846-ztwkr,249,35
1789048151,processor-67575b846-c5cgg,250,35
1789048151,processor-67575b846-lgwgr,251,35
1789048151,processor-67575b846-tj54w,251,35
1789048151,processor-67575b846-ztwkr,251,35
