ts_unix,pod,cpu_m,mem_mi
1786303286,processor-86bcb8fdc5-42krs,2,38
1786303291,processor-86bcb8fdc5-42krs,2,38
1786303296,processor-86bcb8fdc5-42krs,2,38
1786303301,processor-86bcb8fdc5-42krs,3,38
1786303307,processor-86bcb8fdc5-42krs,3,38
1786303312,processor-86bcb8fdc5-42krs,3,38
1786303317,processor-86bcb8fdc5-42krs,237,39
1786303322,processor-86bcb8fdc5-42krs,237,39
1786303327,processor-86bcb8fdc5-42krs,237,39
1786303332,processor-86bcb8fdc5-42krs,270,39
1786303337,processor-86bcb8fdc5-42krs,270,39
1786303342,processor-86bcb8fdc5-42krs,270,39
1786303347,processor-86bcb8fdc5-42krs,210,39
1786303347,processor-86bcb8fdc5-4ls5j,314,34
1786303352,processor-86bcb8fdc5-42krs,210,39
1786303352,processor-86bcb8fdc5-4ls5j,314,34
1786303358,processor-86bcb8fdc5-42krs,191,39
1786303358,processor-86bcb8fdc5-4ls5j,237,34
1786303363,processor-86bcb8fdc5-42krs,191,39
1786303363,processor-86bcb8fdc5-4ls5j,237,34
1786303368,processor-86bcb8fdc5-42krs,191,39
1786303368,processor-86bcb8fdc5-4ls5j,237,34
1786303373,processor-86bcb8fdc5-42krs,189,39
1786303373,processor-86bcb8fdc5-4ls5j,232,34
1786303378,processor-86bcb8fdc5-42krs,189,39
1786303378,processor-86bcb8fdc5-4ls5j,232,34
1786303383,processor-86bcb8fdc5-42krs,189,39
1786303383,processor-86bcb8fdc5-4ls5j,232,34
1786303388,processor-86bcb8fdc5-42krs,172,49
1786303388,processor-86bcb8fdc5-4ls5j,232,34
1786303388,processor-86bcb8fdc5-jhdp7,233,34
1786303393,processor-86bcb8fdc5-42krs,172,49
1786303393,processor-86bcb8fdc5-4ls5j,232,34
1786303393,processor-86bcb8fdc5-jhdp7,233,34
1786303398,processor-86bcb8fdc5-42krs,172,49
1786303398,processor-86bcb8fdc5-4ls5j,232,34
1786303398,processor-86bcb8fdc5-jhdp7,233,34
1786303403,processor-86bcb8fdc5-42krs,169,49
1786303403,processor-86bcb8fdc5-4ls5j,205,34
1786303403,processor-86bcb8fdc5-jhdp7,160,34
1786303409,processor-86bcb8fdc5-42krs,169,49
1786303409,processor-86bcb8fdc5-4ls5j,205,34
1786303409,processor-86bcb8fdc5-jhdp7,160,34
1786303414,processor-86bcb8fdc5-42krs,169,49
1786303414,processor-86bcb8fdc5-4ls5j,205,34
1786303414,processor-86bcb8fdc5-jhdp7,160,34
1786303419,processor-86bcb8fdc5-42krs,167,49
1786303419,processor-86bcb8fdc5-4ls5j,209,34
1786303419,processor-86bcb8fdc5-jhdp7,163,34
1786303424,processor-86bcb8fdc5-42krs,167,49
1786303424,processor-86bcb8fdc5-4ls5j,209,34
1786303424,processor-86bcb8fdc5-jhdp7,163,34
1786303429,processor-86bcb8fdc5-42krs,167,49
1786303429,processor-86bcb8fdc5-4ls5j,209,34
1786303429,processor-86bcb8fdc5-jhdp7,163,34
1786303434,processor-86bcb8fdc5-42krs,144,49
1786303434,processor-86bcb8fdc5-4ls5j,173,34
1786303434,processor-86bcb8fdc5-jhdp7,147,34
1786303434,processor-86bcb8fdc5-l9t7b,114,34
1786303439,processor-86bcb8fdc5-42krs,144,49
1786303439,processor-86bcb8fdc5-4ls5j,173,34
1786303439,processor-86bcb8fdc5-jhdp7,147,34
1786303439,processor-86bcb8fdc5-l9t7b,114,34
1786303444,processor-86bcb8fdc5-42krs,144,49
1786303444,processor-86bcb8fdc5-4ls5j,173,34
1786303444,processor-86bcb8fdc5-jhdp7,147,34
1786303444,processor-86bcb8fdc5-l9t7b,114,34
1786303449,processor-86bcb8fdc5-42krs,145,49
1786303449,processor-86bcb8fdc5-4ls5j,186,34
